Feature,XGBoost Accuracy,XGBoost Precision,XGBoost Recall,XGBoost F1 Score
"LMI_type, revenue",0.5975308641975309,0.627287853577371,0.7870563674321504,0.6981481481481482
"LMI_type, revenue",0.5975308641975309,0.627287853577371,0.7870563674321504,0.6981481481481482
"LMI_type, full_time_employees",0.5950617283950618,0.6067892503536068,0.8956158663883089,0.7234401349072511
"LMI_type, full_time_employees",0.5950617283950618,0.6067892503536068,0.8956158663883089,0.7234401349072511
"LMI_type, naics_code",0.5987654320987654,0.6296296296296297,0.7807933194154488,0.6971109040074557
"LMI_type, naics_code",0.5987654320987654,0.6296296296296297,0.7807933194154488,0.6971109040074557
"LMI_type, jobs_created",0.5901234567901235,0.5910780669144982,0.9958246346555324,0.7418351477449456
"LMI_type, jobs_created",0.5901234567901235,0.5910780669144982,0.9958246346555324,0.7418351477449456
"LMI_type, lender_type_category",0.6790123456790124,0.732484076433121,0.7202505219206681,0.7263157894736841
"LMI_type, lender_type_category",0.6790123456790124,0.732484076433121,0.7202505219206681,0.7263157894736841
"LMI_type, optional_primary_use_of_funds",0.5950617283950618,0.6940874035989717,0.5636743215031316,0.6221198156682028
"LMI_type, optional_primary_use_of_funds",0.5950617283950618,0.6940874035989717,0.5636743215031316,0.6221198156682028
"LMI_type, optional_revenue_yr_confirmed",0.6950617283950618,0.8352601156069365,0.6033402922755741,0.7006060606060606
"LMI_type, optional_revenue_yr_confirmed",0.6950617283950618,0.8352601156069365,0.6033402922755741,0.7006060606060606
"LMI_type, optional_stage",0.5901234567901235,0.5910780669144982,0.9958246346555324,0.7418351477449456
"LMI_type, optional_stage",0.5901234567901235,0.5910780669144982,0.9958246346555324,0.7418351477449456
"LMI_type, support_amount",0.7012345679012346,0.7018739352640545,0.860125260960334,0.7729831144465291
"LMI_type, support_amount",0.7012345679012346,0.7018739352640545,0.860125260960334,0.7729831144465291
"revenue, full_time_employees",0.6061728395061728,0.6379310344827587,0.7724425887265136,0.6987724268177526
"revenue, full_time_employees",0.6061728395061728,0.6379310344827587,0.7724425887265136,0.6987724268177526
"revenue, naics_code",0.6246913580246913,0.6685934489402697,0.7244258872651357,0.6953907815631262
"revenue, naics_code",0.6246913580246913,0.6685934489402697,0.7244258872651357,0.6953907815631262
"revenue, jobs_created",0.6197530864197531,0.649737302977233,0.7745302713987474,0.7066666666666667
"revenue, jobs_created",0.6197530864197531,0.649737302977233,0.7745302713987474,0.7066666666666667
"revenue, lender_type_category",0.6790123456790124,0.691768826619965,0.824634655532359,0.7523809523809524
"revenue, lender_type_category",0.6790123456790124,0.691768826619965,0.824634655532359,0.7523809523809524
"revenue, optional_primary_use_of_funds",0.6728395061728395,0.7041984732824428,0.7703549060542797,0.7357926221335992
"revenue, optional_primary_use_of_funds",0.6728395061728395,0.7041984732824428,0.7703549060542797,0.7357926221335992
"revenue, optional_revenue_yr_confirmed",0.725925925925926,0.7554671968190855,0.7933194154488518,0.7739307535641547
"revenue, optional_revenue_yr_confirmed",0.725925925925926,0.7554671968190855,0.7933194154488518,0.7739307535641547
"revenue, optional_stage",0.6037037037037037,0.6312292358803987,0.7933194154488518,0.7030527289546716
"revenue, optional_stage",0.6037037037037037,0.6312292358803987,0.7933194154488518,0.7030527289546716
"revenue, support_amount",0.6876543209876543,0.7032374100719424,0.8162839248434238,0.7555555555555556
"revenue, support_amount",0.6876543209876543,0.7032374100719424,0.8162839248434238,0.7555555555555556
"full_time_employees, naics_code",0.6222222222222222,0.6653919694072657,0.7265135699373695,0.6946107784431138
"full_time_employees, naics_code",0.6222222222222222,0.6653919694072657,0.7265135699373695,0.6946107784431138
"full_time_employees, jobs_created",0.5938271604938271,0.6217532467532467,0.7995824634655533,0.6995433789954337
"full_time_employees, jobs_created",0.5938271604938271,0.6217532467532467,0.7995824634655533,0.6995433789954337
