Feature,Neural Network Accuracy
"unique_id, disbursement_date, revenue",0.760493814945221
"unique_id, disbursement_date, revenue",0.760493814945221
"unique_id, disbursement_date, revenue",0.760493814945221
"unique_id, disbursement_date, full_time_employees",0.7666666507720947
"unique_id, disbursement_date, full_time_employees",0.7666666507720947
"unique_id, disbursement_date, full_time_employees",0.7666666507720947
"unique_id, disbursement_date, naics_code",0.7530864477157593
"unique_id, disbursement_date, naics_code",0.7530864477157593
"unique_id, disbursement_date, naics_code",0.7530864477157593
"unique_id, disbursement_date, jobs_created",0.7629629373550415
"unique_id, disbursement_date, jobs_created",0.7629629373550415
"unique_id, disbursement_date, jobs_created",0.7629629373550415
"unique_id, disbursement_date, lender_type_category",0.8283950686454773
"unique_id, disbursement_date, lender_type_category",0.8283950686454773
"unique_id, disbursement_date, lender_type_category",0.8283950686454773
"unique_id, disbursement_date, optional_primary_use_of_funds",0.8444444537162781
"unique_id, disbursement_date, optional_primary_use_of_funds",0.8444444537162781
"unique_id, disbursement_date, optional_primary_use_of_funds",0.8444444537162781
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.845678985118866
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.845678985118866
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.845678985118866
"unique_id, disbursement_date, optional_stage",0.8283950686454773
"unique_id, disbursement_date, optional_stage",0.8283950686454773
"unique_id, disbursement_date, optional_stage",0.8283950686454773
"unique_id, disbursement_date, support_amount",0.7629629373550415
"unique_id, disbursement_date, support_amount",0.7629629373550415
"unique_id, disbursement_date, support_amount",0.7629629373550415
"unique_id, loan_investment_amount, lender_insurance_premium",0.800000011920929
"unique_id, loan_investment_amount, lender_insurance_premium",0.800000011920929
"unique_id, loan_investment_amount, lender_insurance_premium",0.800000011920929
"unique_id, loan_investment_amount, metro_type",0.8074073791503906
"unique_id, loan_investment_amount, metro_type",0.8074073791503906
"unique_id, loan_investment_amount, metro_type",0.8074073791503906
"unique_id, loan_investment_amount, LMI_type",0.8061728477478027
"unique_id, loan_investment_amount, LMI_type",0.8061728477478027
"unique_id, loan_investment_amount, LMI_type",0.8061728477478027
"unique_id, loan_investment_amount, revenue",0.8172839283943176
"unique_id, loan_investment_amount, revenue",0.8172839283943176
"unique_id, loan_investment_amount, revenue",0.8172839283943176
"unique_id, loan_investment_amount, full_time_employees",0.8037037253379822
"unique_id, loan_investment_amount, full_time_employees",0.8037037253379822
"unique_id, loan_investment_amount, full_time_employees",0.8037037253379822
"unique_id, loan_investment_amount, naics_code",0.8012345433235168
"unique_id, loan_investment_amount, naics_code",0.8012345433235168
"unique_id, loan_investment_amount, naics_code",0.8012345433235168
"unique_id, loan_investment_amount, jobs_created",0.809876561164856
"unique_id, loan_investment_amount, jobs_created",0.809876561164856
"unique_id, loan_investment_amount, jobs_created",0.809876561164856
"unique_id, loan_investment_amount, lender_type_category",0.8246913552284241
"unique_id, loan_investment_amount, lender_type_category",0.8246913552284241
"unique_id, loan_investment_amount, lender_type_category",0.8246913552284241
"unique_id, loan_investment_amount, optional_primary_use_of_funds",0.8444444537162781
"unique_id, loan_investment_amount, optional_primary_use_of_funds",0.8444444537162781
"unique_id, loan_investment_amount, optional_primary_use_of_funds",0.8444444537162781
"unique_id, loan_investment_amount, optional_revenue_yr_confirmed",0.8580247163772583
"unique_id, loan_investment_amount, optional_revenue_yr_confirmed",0.8580247163772583
"unique_id, loan_investment_amount, optional_revenue_yr_confirmed",0.8580247163772583
"unique_id, loan_investment_amount, optional_stage",0.8024691343307495
"unique_id, loan_investment_amount, optional_stage",0.8024691343307495
"unique_id, loan_investment_amount, optional_stage",0.8024691343307495
"unique_id, loan_investment_amount, support_amount",0.8296296000480652
"unique_id, loan_investment_amount, support_amount",0.8296296000480652
"unique_id, loan_investment_amount, support_amount",0.8296296000480652
"unique_id, lender_insurance_premium, metro_type",0.800000011920929
"unique_id, lender_insurance_premium, metro_type",0.800000011920929
"unique_id, lender_insurance_premium, metro_type",0.800000011920929
"unique_id, lender_insurance_premium, LMI_type",0.7975308895111084
"unique_id, lender_insurance_premium, LMI_type",0.7975308895111084
"unique_id, lender_insurance_premium, LMI_type",0.7975308895111084
"unique_id, lender_insurance_premium, revenue",0.7950617074966431
"unique_id, lender_insurance_premium, revenue",0.7950617074966431
"unique_id, lender_insurance_premium, revenue",0.7950617074966431
"unique_id, lender_insurance_premium, full_time_employees",0.8061728477478027
"unique_id, lender_insurance_premium, full_time_employees",0.8061728477478027
"unique_id, lender_insurance_premium, full_time_employees",0.8061728477478027
"unique_id, lender_insurance_premium, naics_code",0.7975308895111084
"unique_id, lender_insurance_premium, naics_code",0.7975308895111084
"unique_id, lender_insurance_premium, naics_code",0.7975308895111084
"unique_id, lender_insurance_premium, jobs_created",0.7925925850868225
"unique_id, lender_insurance_premium, jobs_created",0.7925925850868225
"unique_id, lender_insurance_premium, jobs_created",0.7925925850868225
"unique_id, lender_insurance_premium, lender_type_category",0.8666666746139526
"unique_id, lender_insurance_premium, lender_type_category",0.8666666746139526
"unique_id, lender_insurance_premium, lender_type_category",0.8666666746139526
"unique_id, lender_insurance_premium, optional_primary_use_of_funds",0.8148148059844971
"unique_id, lender_insurance_premium, optional_primary_use_of_funds",0.8148148059844971
"unique_id, lender_insurance_premium, optional_primary_use_of_funds",0.8148148059844971
"unique_id, lender_insurance_premium, optional_revenue_yr_confirmed",0.8777777552604675
"unique_id, lender_insurance_premium, optional_revenue_yr_confirmed",0.8777777552604675
"unique_id, lender_insurance_premium, optional_revenue_yr_confirmed",0.8777777552604675
"unique_id, lender_insurance_premium, optional_stage",0.790123462677002
"unique_id, lender_insurance_premium, optional_stage",0.790123462677002
"unique_id, lender_insurance_premium, optional_stage",0.790123462677002
"unique_id, lender_insurance_premium, support_amount",0.8074073791503906
"unique_id, lender_insurance_premium, support_amount",0.8074073791503906
"unique_id, lender_insurance_premium, support_amount",0.8074073791503906
"unique_id, metro_type, LMI_type",0.8148148059844971
"unique_id, metro_type, LMI_type",0.8148148059844971
"unique_id, metro_type, LMI_type",0.8148148059844971
"unique_id, metro_type, revenue",0.8024691343307495
"unique_id, metro_type, revenue",0.8024691343307495
"unique_id, metro_type, revenue",0.8024691343307495
"unique_id, metro_type, full_time_employees",0.8074073791503906
"unique_id, metro_type, full_time_employees",0.8074073791503906
"unique_id, metro_type, full_time_employees",0.8074073791503906
"unique_id, metro_type, naics_code",0.7876543402671814
"unique_id, metro_type, naics_code",0.7876543402671814
"unique_id, metro_type, naics_code",0.7876543402671814
"unique_id, metro_type, jobs_created",0.8160493969917297
"unique_id, metro_type, jobs_created",0.8160493969917297
"unique_id, metro_type, jobs_created",0.8160493969917297
"unique_id, metro_type, lender_type_category",0.8185185194015503
"unique_id, metro_type, lender_type_category",0.8185185194015503
"unique_id, metro_type, lender_type_category",0.8185185194015503
"unique_id, metro_type, optional_primary_use_of_funds",0.8419753313064575
"unique_id, metro_type, optional_primary_use_of_funds",0.8419753313064575
"unique_id, metro_type, optional_primary_use_of_funds",0.8419753313064575
"unique_id, metro_type, optional_revenue_yr_confirmed",0.8518518805503845
"unique_id, metro_type, optional_revenue_yr_confirmed",0.8518518805503845
"unique_id, metro_type, optional_revenue_yr_confirmed",0.8518518805503845
"unique_id, metro_type, optional_stage",0.8358024954795837
"unique_id, metro_type, optional_stage",0.8358024954795837
"unique_id, metro_type, optional_stage",0.8358024954795837
"unique_id, metro_type, support_amount",0.7913580536842346
"unique_id, metro_type, support_amount",0.7913580536842346
"unique_id, metro_type, support_amount",0.7913580536842346
"unique_id, LMI_type, revenue",0.8296296000480652
"unique_id, LMI_type, revenue",0.8296296000480652
"unique_id, LMI_type, revenue",0.8296296000480652
