unique_id,disbursement_date,loan_investment_amount,lender_insurance_premium,metro_type,LMI_type,revenue,full_time_employees,naics_code,jobs_created,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,target
1509,1066,200000.0,0.0,0,1,0.0,5.0,511210,2.0,3,4,2014.0,0,0
1233,255,125000.0,0.0,0,1,50000.0,3.0,238210,2.0,4,4,2014.0,0,1
3411,676,400000.0,0.0,1,1,20728.37,2.0,325998,4.0,3,4,2016.0,4,0
1318,1181,100000.0,0.0,0,1,300000.0,1.0,446191,1.0,4,4,2014.0,0,1
1289,951,60000.0,0.0,0,1,87000.0,2.0,488410,2.0,4,4,2014.0,0,1
1989,1190,446500.0,0.0,1,1,507000.0,5.0,621310,2.0,0,2,2015.0,0,1
943,1221,25000.0,0.0,0,1,650000.0,2.0,541613,0.0,4,4,2014.0,0,1
2382,17,3082894.0,0.0,0,1,600000.0,0.0,339112,20.0,3,4,2017.0,4,0
653,502,100000.0,0.0,0,1,259000.0,5.0,713940,2.0,3,4,2014.0,0,0
976,820,100000.0,0.0,0,1,800000.0,6.0,541611,3.0,0,4,2014.0,0,1
3864,840,656000.0,0.0,1,1,0.0,0.0,722511,14.0,4,2,2014.0,0,0
2177,1234,21000.0,0.0,0,0,0.0,0.0,561720,2.0,3,4,2014.0,0,0
938,358,300000.0,0.0,0,1,1100000.0,3.0,541612,5.0,4,4,2014.0,0,0
2099,456,180000.0,0.0,0,1,9905730.0,14.0,447110,5.0,4,0,2014.0,0,1
1268,37,20000.0,0.0,0,0,37172.0,0.0,541921,0.0,4,4,2014.0,0,1
2971,603,20000.0,300.0,0,0,250000.0,5.0,812112,1.0,0,4,2014.0,0,0
2969,603,50000.0,750.0,1,1,250000.0,9.0,531210,30.0,0,4,2014.0,0,0
1006,1227,35000.0,0.0,0,1,650000.0,0.0,541613,0.0,4,4,2014.0,0,1
768,766,200000.0,0.0,1,1,311400.0,1.0,561730,8.0,0,3,2016.0,0,1
1918,710,135000.0,0.0,0,1,29876.0,2.0,112111,0.0,0,3,2012.0,0,1
