Feature,Logistic Regression Accuracy,Logistic Regression Precision,Logistic Regression Recall,Logistic Regression F1 Score
"lender_type_category, optional_revenue_yr_confirmed",0.7128378378378378,0.7916666666666666,0.6129032258064516,0.6909090909090909
"lender_type_category, optional_stage",0.6486486486486487,0.7142857142857143,0.5483870967741935,0.6204379562043795
"lender_type_category, optional_stage",0.6486486486486487,0.7142857142857143,0.5483870967741935,0.6204379562043795
"lender_type_category, support_amount",0.668918918918919,0.7522123893805309,0.5483870967741935,0.6343283582089552
"lender_type_category, support_amount",0.668918918918919,0.7522123893805309,0.5483870967741935,0.6343283582089552
"optional_primary_use_of_funds, optional_revenue_yr_confirmed",0.7702702702702703,0.9393939393939394,0.6,0.732283464566929
"optional_primary_use_of_funds, optional_revenue_yr_confirmed",0.7702702702702703,0.9393939393939394,0.6,0.732283464566929
"optional_primary_use_of_funds, optional_stage",0.7398648648648649,0.9431818181818182,0.535483870967742,0.6831275720164609
"optional_primary_use_of_funds, optional_stage",0.7398648648648649,0.9431818181818182,0.535483870967742,0.6831275720164609
"optional_primary_use_of_funds, support_amount",0.6858108108108109,0.9696969696969697,0.4129032258064516,0.579185520361991
"optional_primary_use_of_funds, support_amount",0.6858108108108109,0.9696969696969697,0.4129032258064516,0.579185520361991
"optional_revenue_yr_confirmed, optional_stage",0.7533783783783784,0.9361702127659575,0.567741935483871,0.7068273092369478
"optional_revenue_yr_confirmed, optional_stage",0.7533783783783784,0.9361702127659575,0.567741935483871,0.7068273092369478
"optional_revenue_yr_confirmed, support_amount",0.7027027027027027,0.7005988023952096,0.7548387096774194,0.7267080745341614
"optional_revenue_yr_confirmed, support_amount",0.7027027027027027,0.7005988023952096,0.7548387096774194,0.7267080745341614
"optional_stage, support_amount",0.7195945945945946,0.6978021978021978,0.8193548387096774,0.7537091988130563
"optional_stage, support_amount",0.7195945945945946,0.6978021978021978,0.8193548387096774,0.7537091988130563
"unique_id, disbursement_date, loan_investment_amount",0.7702702702702703,0.7636363636363637,0.8129032258064516,0.7874999999999999
"unique_id, disbursement_date, loan_investment_amount",0.7702702702702703,0.7636363636363637,0.8129032258064516,0.7874999999999999
"unique_id, disbursement_date, loan_investment_amount",0.7702702702702703,0.7636363636363637,0.8129032258064516,0.7874999999999999
"unique_id, disbursement_date, lender_insurance_premium",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, lender_insurance_premium",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, lender_insurance_premium",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, metro_type",0.7398648648648649,0.75,0.7548387096774194,0.752411575562701
"unique_id, disbursement_date, metro_type",0.7398648648648649,0.75,0.7548387096774194,0.752411575562701
"unique_id, disbursement_date, metro_type",0.7398648648648649,0.75,0.7548387096774194,0.752411575562701
"unique_id, disbursement_date, LMI_type",0.7601351351351351,0.7625,0.7870967741935484,0.7746031746031745
"unique_id, disbursement_date, LMI_type",0.7601351351351351,0.7625,0.7870967741935484,0.7746031746031745
"unique_id, disbursement_date, LMI_type",0.7601351351351351,0.7625,0.7870967741935484,0.7746031746031745
"unique_id, disbursement_date, revenue",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, revenue",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, revenue",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, full_time_employees",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, full_time_employees",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, full_time_employees",0.7635135135135135,0.7639751552795031,0.7935483870967742,0.7784810126582278
"unique_id, disbursement_date, naics_code",0.7668918918918919,0.7654320987654321,0.8,0.7823343848580442
"unique_id, disbursement_date, naics_code",0.7668918918918919,0.7654320987654321,0.8,0.7823343848580442
"unique_id, disbursement_date, naics_code",0.7668918918918919,0.7654320987654321,0.8,0.7823343848580442
"unique_id, disbursement_date, jobs_created",0.7601351351351351,0.7625,0.7870967741935484,0.7746031746031745
"unique_id, disbursement_date, jobs_created",0.7601351351351351,0.7625,0.7870967741935484,0.7746031746031745
"unique_id, disbursement_date, jobs_created",0.7601351351351351,0.7625,0.7870967741935484,0.7746031746031745
"unique_id, disbursement_date, lender_type_category",0.7398648648648649,0.74375,0.7677419354838709,0.7555555555555556
"unique_id, disbursement_date, lender_type_category",0.7398648648648649,0.74375,0.7677419354838709,0.7555555555555556
"unique_id, disbursement_date, lender_type_category",0.7398648648648649,0.74375,0.7677419354838709,0.7555555555555556
"unique_id, disbursement_date, optional_primary_use_of_funds",0.7702702702702703,0.7735849056603774,0.7935483870967742,0.7834394904458599
"unique_id, disbursement_date, optional_primary_use_of_funds",0.7702702702702703,0.7735849056603774,0.7935483870967742,0.7834394904458599
"unique_id, disbursement_date, optional_primary_use_of_funds",0.7702702702702703,0.7735849056603774,0.7935483870967742,0.7834394904458599
