Feature,Random Forest Accuracy,Random Forest Precision,Random Forest Recall,Random Forest F1 Score
unique_id,0.9155405405405406,0.7152317880794702,0.6967741935483871,0.7058823529411764
disbursement_date,0.5641891891891891,0.7152317880794702,0.6967741935483871,0.7058823529411764
loan_investment_amount,0.6182432432432432,0.7152317880794702,0.6967741935483871,0.7058823529411764
lender_insurance_premium,0.5236486486486487,0.7152317880794702,0.6967741935483871,0.7058823529411764
metro_type,0.5844594594594594,0.7152317880794702,0.6967741935483871,0.7058823529411764
LMI_type,0.48986486486486486,0.7152317880794702,0.6967741935483871,0.7058823529411764
revenue,0.5135135135135135,0.7152317880794702,0.6967741935483871,0.7058823529411764
full_time_employees,0.47635135135135137,0.7152317880794702,0.6967741935483871,0.7058823529411764
naics_code,0.668918918918919,0.7152317880794702,0.6967741935483871,0.7058823529411764
jobs_created,0.46959459459459457,0.7152317880794702,0.6967741935483871,0.7058823529411764
lender_type_category,0.668918918918919,0.7152317880794702,0.6967741935483871,0.7058823529411764
optional_primary_use_of_funds,0.6925675675675675,0.7152317880794702,0.6967741935483871,0.7058823529411764
optional_revenue_yr_confirmed,0.8378378378378378,0.7152317880794702,0.6967741935483871,0.7058823529411764
optional_stage,0.5236486486486487,0.7152317880794702,0.6967741935483871,0.7058823529411764
support_amount,0.8277027027027027,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, disbursement_date",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, disbursement_date",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, loan_investment_amount",0.9290540540540541,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, loan_investment_amount",0.9290540540540541,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, lender_insurance_premium",0.9155405405405406,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, lender_insurance_premium",0.9155405405405406,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, metro_type",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, metro_type",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, LMI_type",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, LMI_type",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, revenue",0.9155405405405406,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, revenue",0.9155405405405406,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, full_time_employees",0.9391891891891891,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, full_time_employees",0.9391891891891891,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, naics_code",0.9391891891891891,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, naics_code",0.9391891891891891,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, jobs_created",0.9155405405405406,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, jobs_created",0.9155405405405406,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, lender_type_category",0.8851351351351351,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, lender_type_category",0.8851351351351351,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, optional_primary_use_of_funds",0.9121621621621622,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, optional_primary_use_of_funds",0.9121621621621622,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, optional_revenue_yr_confirmed",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, optional_revenue_yr_confirmed",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, optional_stage",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, optional_stage",0.9222972972972973,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, support_amount",0.918918918918919,0.7152317880794702,0.6967741935483871,0.7058823529411764
"unique_id, support_amount",0.918918918918919,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, loan_investment_amount",0.5709459459459459,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, loan_investment_amount",0.5709459459459459,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, lender_insurance_premium",0.543918918918919,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, lender_insurance_premium",0.543918918918919,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, metro_type",0.5945945945945946,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, metro_type",0.5945945945945946,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, LMI_type",0.6148648648648649,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, LMI_type",0.6148648648648649,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, revenue",0.5641891891891891,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, revenue",0.5641891891891891,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, full_time_employees",0.5506756756756757,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, full_time_employees",0.5506756756756757,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, naics_code",0.652027027027027,0.7152317880794702,0.6967741935483871,0.7058823529411764
"disbursement_date, naics_code",0.652027027027027,0.7152317880794702,0.6967741935483871,0.7058823529411764
