Timestamp,Dataset_Name,Model_Name,Accuracy,Precision,Recall,F1_Score,Confusion_Matrix
2024-04-25 01:02:00.573877,merged_payment_customer_data.csv,Logistic Regression,0.8393939393939394,0.919648271679806,0.5018796992481203,0.4600591989982848,"[[1384, 0], [265, 1]]"
2024-04-25 01:03:02.855755,german_credit_data.csv,Logistic Regression (Oversampling),0.6392857142857142,0.6378992628992629,0.6380193657461961,0.6379511208408547,"[[81, 50], [51, 98]]"
2024-04-25 01:03:04.243579,german_credit_data.csv,Logistic Regression (Undersampling),0.6416666666666667,0.6419838844123368,0.6421023359288098,0.6416417806792138,"[[39, 23], [20, 38]]"
2024-04-25 01:05:41.474445,CleanedOriginalDataset.csv,Logistic Regression (Oversampling),0.6463261217326479,0.6464927166786436,0.646256245072333,0.6461557097477291,"[[20101, 11978], [10794, 21514]]"
2024-04-25 01:05:53.436884,CleanedOriginalDataset.csv,Logistic Regression (Undersampling),0.6518189630478373,0.6520196215553993,0.6517410645124868,0.6516290925891319,"[[2194, 1284], [1147, 2357]]"
2024-04-25 01:05:56.872739,merged_payment_customer_data.csv,Logistic Regression (Oversampling),0.6107064821558631,0.6140575662420131,0.6108292553544195,0.6079801551132968,"[[724, 651], [418, 953]]"
2024-04-25 01:05:58.650242,merged_payment_customer_data.csv,Logistic Regression (Undersampling),0.6216216216216216,0.6221501546780357,0.6221247563352826,0.6216203932161131,"[[172, 113], [97, 173]]"
2024-04-25 01:10:38.263476,german_credit_data.csv,Logistic Regression (Oversampled),0.625,0.6241830065359477,0.6245965469542497,0.6241898991448402,"[[81, 50], [55, 94]]"
2024-04-25 01:10:39.059366,german_credit_data.csv,Logistic Regression (Undersampled),0.6166666666666667,0.6166666666666667,0.6167964404894327,0.6165601555987775,"[[38, 24], [22, 36]]"
2024-04-25 01:10:46.978600,CleanedOriginalDataset.csv,Logistic Regression (Oversampled),0.646357183903583,0.6465176380087077,0.6462884124131105,0.6461915786851495,"[[20112, 11967], [10803, 21505]]"
2024-04-25 01:10:48.553395,CleanedOriginalDataset.csv,Logistic Regression (Undersampled),0.6496705814952736,0.6498517679024328,0.6495953199629242,0.6494910860006371,"[[2189, 1289], [1157, 2347]]"
2024-04-25 01:10:49.399940,merged_payment_customer_data.csv,Logistic Regression (Oversampled),0.6077931536780772,0.6112921825287416,0.6079201644453285,0.6048496949700488,"[[716, 659], [418, 953]]"
2024-04-25 01:10:50.052731,merged_payment_customer_data.csv,Logistic Regression (Undersampled),0.609009009009009,0.6105042674810117,0.6100389863547758,0.608826137371257,"[[163, 122], [95, 175]]"
2024-04-25 01:12:01.962574,german_credit_data.csv,Decision Tree,0.62,0.5769190159434062,0.5875706214689265,0.5766488413547237,"[[30, 29], [47, 94]]"
2024-04-25 01:12:41.797953,CleanedOriginalDataset.csv,Decision Tree,0.8247393789933863,0.5328909719038222,0.5373503450096898,0.5346538147493446,"[[28802, 3397], [2857, 628]]"
2024-04-25 01:12:42.888220,merged_payment_customer_data.csv,Decision Tree,0.9921212121212121,0.9833198291201086,0.9877113303489938,0.9854996535465008,"[[1376, 8], [5, 261]]"
2024-04-25 01:12:43.752291,german_credit_data.csv,Decision Tree (Oversampled),0.8,0.8137486235645746,0.8065474665710333,0.7994987468671679,"[[119, 12], [44, 105]]"
2024-04-25 01:12:44.409468,german_credit_data.csv,Decision Tree (Undersampled),0.4666666666666667,0.468013468013468,0.4682981090100111,0.4660734149054505,"[[26, 36], [28, 30]]"
2024-04-25 01:18:12.917825,german_credit_data.csv,Decision Tree (Oversampling),1.0,1.0,1.0,1.0,"[[131, 0], [0, 149]]"
2024-04-25 01:18:25.376977,german_credit_data.csv,Decision Tree (Undersampling),0.8083333333333333,0.8301117487163998,0.8039488320355951,0.8034048009117458,"[[58, 4], [19, 39]]"
2024-04-25 01:25:37.420560,german_credit_data.csv,Decision Tree,0.62,0.5769190159434062,0.5875706214689265,0.5766488413547237,"[[30, 29], [47, 94]]"
2024-04-25 01:26:16.274926,CleanedOriginalDataset.csv,Decision Tree,0.8247393789933863,0.5328909719038222,0.5373503450096898,0.5346538147493446,"[[28802, 3397], [2857, 628]]"
2024-04-25 01:26:17.310726,merged_payment_customer_data.csv,Decision Tree,0.9921212121212121,0.9833198291201086,0.9877113303489938,0.9854996535465008,"[[1376, 8], [5, 261]]"
2024-04-25 01:26:18.162277,german_credit_data.csv,Decision Tree (Oversampled),0.8,0.8137486235645746,0.8065474665710333,0.7994987468671679,"[[119, 12], [44, 105]]"
2024-04-25 01:26:18.793296,german_credit_data.csv,Decision Tree (Undersampled),0.4666666666666667,0.468013468013468,0.4682981090100111,0.4660734149054505,"[[26, 36], [28, 30]]"
2024-04-25 01:27:14.548761,CleanedOriginalDataset.csv,Decision Tree (Oversampled),0.9445074316243962,0.9501912930114149,0.9443096926974531,0.9443138772427639,"[[28509, 3570], [3, 32305]]"
2024-04-25 01:27:21.985401,CleanedOriginalDataset.csv,Decision Tree (Undersampled),0.5673159553136637,0.5673481042799298,0.5673392898873808,0.5673084905737595,"[[1995, 1483], [1538, 1966]]"
2024-04-25 01:27:23.344652,merged_payment_customer_data.csv,Decision Tree (Oversampled),0.9978150036416606,0.9978149990053711,0.9978149990053711,0.9978149990053711,"[[1372, 3], [3, 1368]]"
2024-04-25 01:27:24.156537,merged_payment_customer_data.csv,Decision Tree (Undersampled),0.9279279279279279,0.9302525607944327,0.9290448343079922,0.927908970462162,"[[253, 32], [8, 262]]"
2024-04-25 09:09:47.832733,german_credit_data.csv,XGBoost,0.725,0.6598854731766124,0.6275393677124654,0.6357495281300706,"[[23, 36], [19, 122]]"
2024-04-25 09:10:03.159504,CleanedOriginalDataset.csv,XGBoost,0.9016085640623248,0.5892446818189738,0.5016433581997677,0.4786331603545052,"[[32157, 42], [3469, 16]]"
2024-04-25 09:10:07.017159,merged_payment_customer_data.csv,XGBoost,0.9957575757575757,0.9914247645973986,0.9929158155504367,0.9921684880299916,"[[1380, 4], [3, 263]]"
2024-04-25 09:10:10.350854,german_credit_data.csv,XGBoost (Oversampling),0.68,0.5992212487832012,0.5857675201346315,0.5892696701322038,"[[21, 38], [26, 115]]"
2024-04-25 09:10:12.632852,german_credit_data.csv,XGBoost (Undersampling),0.625,0.6018668831168831,0.6206875826421445,0.5966766153101557,"[[36, 23], [52, 89]]"
2024-04-25 09:10:42.801907,CleanedOriginalDataset.csv,XGBoost (Oversampling),0.686301984082502,0.5526671787093247,0.6313166377508093,0.5302768490835061,"[[22528, 9671], [1523, 1962]]"
2024-04-25 09:10:48.256221,CleanedOriginalDataset.csv,XGBoost (Undersampling),0.6329167133729402,0.5487988358235787,0.6320576046477111,0.504101215665749,"[[20386, 11813], [1286, 2199]]"
2024-04-25 09:10:53.043700,merged_payment_customer_data.csv,XGBoost (Oversampling),0.996969696969697,0.9936589566729224,0.9951567864748576,0.9944060628785654,"[[1381, 3], [2, 264]]"
2024-04-25 09:10:55.951787,merged_payment_customer_data.csv,XGBoost (Undersampling),0.9587878787878787,0.8987170228714555,0.9739150984397409,0.930560541058401,"[[1317, 67], [1, 265]]"
2024-04-25 09:11:00.004174,german_credit_data.csv,Logistic Regression,0.715,0.6416666666666666,0.5613054453660296,0.550455459600142,"[[11, 48], [9, 132]]"
2024-04-25 09:12:43.007616,CleanedOriginalDataset.csv,Logistic Regression,0.9023371819302769,0.45116859096513845,0.5,0.47433083393485853,"[[32199, 0], [3485, 0]]"
2024-04-25 09:12:45.692621,merged_payment_customer_data.csv,Logistic Regression,0.8393939393939394,0.919648271679806,0.5018796992481203,0.4600591989982848,"[[1384, 0], [265, 1]]"
2024-04-25 09:12:47.330609,german_credit_data.csv,Logistic Regression (Oversampling),0.6392857142857142,0.6378992628992629,0.6380193657461961,0.6379511208408547,"[[81, 50], [51, 98]]"
2024-04-25 09:12:48.587751,german_credit_data.csv,Logistic Regression (Undersampling),0.6416666666666667,0.6419838844123368,0.6421023359288098,0.6416417806792138,"[[39, 23], [20, 38]]"
2024-04-25 09:16:22.506950,CleanedOriginalDataset.csv,Logistic Regression (Oversampling),0.6463261217326479,0.6464927166786436,0.646256245072333,0.6461557097477291,"[[20101, 11978], [10794, 21514]]"
2024-04-25 09:16:33.850979,CleanedOriginalDataset.csv,Logistic Regression (Undersampling),0.6518189630478373,0.6520196215553993,0.6517410645124868,0.6516290925891319,"[[2194, 1284], [1147, 2357]]"
2024-04-25 09:16:37.043613,merged_payment_customer_data.csv,Logistic Regression (Oversampling),0.6107064821558631,0.6140575662420131,0.6108292553544195,0.6079801551132968,"[[724, 651], [418, 953]]"
2024-04-25 09:16:38.490365,merged_payment_customer_data.csv,Logistic Regression (Undersampling),0.6216216216216216,0.6221501546780357,0.6221247563352826,0.6216203932161131,"[[172, 113], [97, 173]]"
2024-04-25 09:16:39.148168,german_credit_data.csv,Logistic Regression (Oversampled),0.625,0.6241830065359477,0.6245965469542497,0.6241898991448402,"[[81, 50], [55, 94]]"
2024-04-25 09:16:39.863396,german_credit_data.csv,Logistic Regression (Undersampled),0.6166666666666667,0.6166666666666667,0.6167964404894327,0.6165601555987775,"[[38, 24], [22, 36]]"
2024-04-25 09:16:49.173946,CleanedOriginalDataset.csv,Logistic Regression (Oversampled),0.646357183903583,0.6465176380087077,0.6462884124131105,0.6461915786851495,"[[20112, 11967], [10803, 21505]]"
2024-04-25 09:16:50.996885,CleanedOriginalDataset.csv,Logistic Regression (Undersampled),0.6496705814952736,0.6498517679024328,0.6495953199629242,0.6494910860006371,"[[2189, 1289], [1157, 2347]]"
2024-04-25 09:16:51.989414,merged_payment_customer_data.csv,Logistic Regression (Oversampled),0.6077931536780772,0.6112921825287416,0.6079201644453285,0.6048496949700488,"[[716, 659], [418, 953]]"
2024-04-25 09:16:52.666232,merged_payment_customer_data.csv,Logistic Regression (Undersampled),0.609009009009009,0.6105042674810117,0.6100389863547758,0.608826137371257,"[[163, 122], [95, 175]]"
2024-04-25 09:17:08.047061,german_credit_data.csv,Decision Tree (Oversampling),1.0,1.0,1.0,1.0,"[[131, 0], [0, 149]]"
2024-04-25 09:17:19.397914,german_credit_data.csv,Decision Tree (Undersampling),0.8583333333333333,0.8777777777777778,0.8545606229143493,0.8554319325349019,"[[60, 2], [15, 43]]"
2024-04-25 10:12:04.725396,CleanedOriginalDataset.csv,Decision Tree (Oversampling),1.0,1.0,1.0,1.0,"[[32079, 0], [0, 32308]]"
2024-04-25 10:19:13.414316,CleanedOriginalDataset.csv,Decision Tree (Undersampling),0.6831853337152678,0.6831825074838507,0.6831724065948782,0.683173869089429,"[[2364, 1114], [1098, 2406]]"
2024-04-25 10:19:54.890685,merged_payment_customer_data.csv,Decision Tree (Oversampling),1.0,1.0,1.0,1.0,"[[1375, 0], [0, 1371]]"
2024-04-25 10:20:14.394444,merged_payment_customer_data.csv,Decision Tree (Undersampling),1.0,1.0,1.0,1.0,"[[285, 0], [0, 270]]"
2024-04-25 10:20:15.101972,german_credit_data.csv,Decision Tree,0.62,0.5769190159434062,0.5875706214689265,0.5766488413547237,"[[30, 29], [47, 94]]"
2024-04-25 10:20:53.562227,CleanedOriginalDataset.csv,Decision Tree,0.8262246384934424,0.5355805652680652,0.5402204493816988,0.5374557115115601,"[[28839, 3360], [2841, 644]]"
2024-04-25 10:20:54.611711,merged_payment_customer_data.csv,Decision Tree,0.9921212121212121,0.9833198291201086,0.9877113303489938,0.9854996535465008,"[[1376, 8], [5, 261]]"
2024-04-25 10:20:55.507,german_credit_data.csv,Decision Tree (Oversampled),0.8,0.8137486235645746,0.8065474665710333,0.7994987468671679,"[[119, 12], [44, 105]]"
2024-04-25 10:20:56.118995,german_credit_data.csv,Decision Tree (Undersampled),0.4666666666666667,0.468013468013468,0.4682981090100111,0.4660734149054505,"[[26, 36], [28, 30]]"
2024-04-25 10:21:50.272642,CleanedOriginalDataset.csv,Decision Tree (Oversampled),0.9444142451115909,0.9501159924139659,0.9442161735727921,0.944219750175091,"[[28503, 3576], [3, 32305]]"
2024-04-25 10:21:57.842944,CleanedOriginalDataset.csv,Decision Tree (Undersampled),0.5684617588083644,0.568498186084244,0.5684872427075867,0.5684521183611748,"[[2001, 1477], [1536, 1968]]"
2024-04-25 10:21:59.085156,merged_payment_customer_data.csv,Decision Tree (Oversampled),0.9978150036416606,0.9978149990053711,0.9978149990053711,0.9978149990053711,"[[1372, 3], [3, 1368]]"
2024-04-25 10:21:59.854559,merged_payment_customer_data.csv,Decision Tree (Undersampled),0.9279279279279279,0.9302525607944327,0.9290448343079922,0.927908970462162,"[[253, 32], [8, 262]]"
