unique_id,disbursement_date,ssbci_original_funds,lender_insurance_premium,metro_type,LMI_type,revenue,naics_code,jobs_created,jobs_retained,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,active_status,support_amount,full_time_employees
CA_2015_CAP_889,5/7/2015,0.0,375.0,Metro,Non-LMI,4439756.0,561730,0.0,15.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,15.0
CA_2015_LGP_75,5/8/2015,16000.0,0.0,Metro,Non-LMI,45000.0,722515,12.0,0.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,80000.0,16.0
CA_2015_LGP_76,5/8/2015,110400.0,0.0,Metro,Non-LMI,3824472.0,334419,25.0,23.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,552000.0,23.0
CA_2015_LGP_78,5/8/2015,40000.0,0.0,Metro,Non-LMI,3824472.0,334419,25.0,23.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,48.0
CA_2015_CAP_898,5/11/2015,80000.0,40000.0,Metro,LMI,5237718.0,721110,5.0,26.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_CAP_900,5/12/2015,0.0,1463.49,Metro,LMI,2158211.0,238210,0.0,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,15.0
CA_2015_LGP_79,5/12/2015,136000.0,0.0,Metro,LMI,1333000.0,722410,45.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,680000.0,65.0
CA_2015_CAP_922,5/15/2015,0.0,20000.0,Metro,LMI,8537647.0,336413,0.0,53.0,Bank or Thrift,Refinance,2015.0,Early Stage,Unknown,0.0,53.0
CA_2015_LGP_82,5/15/2015,37760.0,0.0,Metro,Non-LMI,6748000.0,541512,54.0,100.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,188800.0,100.0
CA_2015_LGP_83,5/16/2015,160000.0,0.0,Metro,LMI,9167000.0,541330,0.0,153.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,800000.0,153.0
CA_2015_CAP_924,5/18/2015,787.5,393.75,Metro,LMI,1559130.0,488410,0.0,22.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,22.0
CA_2015_CSP_14,5/19/2015,300000.0,0.0,Metro,Non-LMI,28374225.0,336413,20.0,130.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,300000.0,130.0
CA_2015_CSP_15,5/19/2015,1200000.0,0.0,Metro,Non-LMI,28374225.0,336413,20.0,130.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,1200000.0,130.0
CA_2015_CSP_16,5/19/2015,528400.0,0.0,Metro,Non-LMI,14232000.0,812320,10.0,180.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,528400.0,180.0
CA_2015_LGP_87,5/20/2015,195840.0,0.0,Metro,LMI,1539875.0,722511,3.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,979200.0,25.0
CA_2015_CAP_981,5/26/2015,12740.0,6370.0,Metro,Non-LMI,7959233.0,541613,1.0,75.0,Bank or Thrift,Refinance,2015.0,Early Stage,Unknown,0.0,75.0
CA_2015_LGP_91,5/27/2015,32000.0,0.0,Metro,Non-LMI,2200000.0,238210,2.0,17.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,160000.0,17.0
CA_2015_CAP_999,5/28/2015,1200.0,600.0,Metro,LMI,1485000.0,722511,0.0,32.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,15.0
CA_2015_CAP_1006,5/29/2015,0.0,735.0,Metro,Non-LMI,100800.0,561720,0.0,32.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,19.0
CA_2015_CAP_1015,5/29/2015,0.0,140.0,Metro,Non-LMI,7360839.0,332812,0.0,0.0,Bank or Thrift,Refinance,2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_LGP_94,6/3/2015,120000.0,0.0,Metro,LMI,15346000.0,238210,0.0,75.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,600000.0,75.0
CA_2015_CAP_1041,6/4/2015,500.0,250.0,Metro,Non-LMI,3991000.0,611110,1.0,76.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,61.0
CA_2015_LGP_95,6/4/2015,40000.0,0.0,Metro,LMI,7905000.0,811192,0.0,75.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,60.0
CA_2015_LGP_96,6/5/2015,0.0,0.0,Metro,Non-LMI,3818481.0,238140,2.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,160000.0,20.0
CA_2015_LGP_97,6/5/2015,0.0,0.0,Metro,Non-LMI,2817000.0,541611,3.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,150000.0,15.0
CA_2015_CAP_1058,6/9/2015,800.0,400.0,Metro,LMI,436986.0,722511,0.0,20.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,18.0
CA_2015_CAP_1070,6/10/2015,0.0,1000.0,Metro,Non-LMI,6190039.0,238220,10.0,33.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,30.0
CA_2015_CAP_1071,6/10/2015,8300.0,4150.0,Metro,LMI,19678563.0,238220,10.0,100.0,Bank or Thrift,Refinance,2015.0,Early Stage,Unknown,0.0,100.0
CA_2015_LGP_101,6/11/2015,0.0,0.0,Metro,Non-LMI,2505000.0,541990,6.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,292800.0,22.0
CA_2015_CAP_1081,6/12/2015,3675.0,1837.5,Metro,Non-LMI,1753164.0,722511,0.0,38.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,31.0
CA_2015_LGP_105,6/17/2015,0.0,0.0,Metro,Non-LMI,11540000.0,326199,5.0,50.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1848000.0,50.0
CA_2015_CSP_20,6/22/2015,131250.0,0.0,Metro,Non-LMI,1972549.0,813312,20.0,12.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,131250.0,21.0
CA_2015_LGP_110,6/22/2015,0.0,0.0,Metro,LMI,8383968.0,611110,0.0,87.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,455000.0,83.0
CA_2015_LGP_111,6/22/2015,0.0,0.0,Metro,LMI,8383968.0,611110,0.0,87.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,195000.0,83.0
CA_2015_LGP_112,6/22/2015,0.0,0.0,Metro,LMI,8383968.0,611110,0.0,87.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,260000.0,83.0
CA_2015_LGP_113,6/22/2015,0.0,0.0,Metro,Non-LMI,5946841.0,722515,12.0,52.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,348187.0,51.0
CA_2015_CAP_1113,6/23/2015,1837.5,918.75,Metro,Non-LMI,8004000.0,423720,0.0,49.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,41.0
CA_2015_CAP_1116,6/24/2015,0.0,200.0,Non-Metro,LMI,1379800.0,722511,1.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,16.0
CA_2015_CAP_1117,6/24/2015,0.0,500.0,Non-Metro,LMI,1379800.0,722511,1.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,16.0
CA_2015_CAP_1126,6/25/2015,2572.5,1286.25,Metro,Non-LMI,1160979.0,561720,0.0,100.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,55.0
CA_2015_CAP_1131,6/26/2015,500.0,250.0,Metro,LMI,17712264.0,424510,0.0,50.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,50.0
CA_2015_CAP_1133,6/26/2015,625.0,312.5,Metro,LMI,3367138.0,488410,0.0,43.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,43.0
CA_2015_LGP_115,6/26/2015,161600.0,0.0,Metro,LMI,4779505.0,562211,20.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,808000.0,35.0
CA_2015_LGP_116,6/26/2015,0.0,0.0,Metro,Non-LMI,5147000.0,424990,10.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,792000.0,45.0
CA_2015_CAP_1143,6/29/2015,2800.0,1400.0,Non-Metro,LMI,746000.0,624410,12.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,19.0
CA_2015_CSP_22,6/29/2015,500000.0,0.0,Metro,Non-LMI,38809000.0,541330,35.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,500000.0,175.0
CA_2015_CAP_1157,6/30/2015,1250.0,625.0,Metro,Non-LMI,21226931.0,541330,0.0,105.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,105.0
CA_2015_CAP_1166,6/30/2015,18000.0,9000.0,Metro,Non-LMI,4577000.0,517919,0.0,26.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,26.0
CA_2015_LGP_119,6/30/2015,0.0,0.0,Metro,LMI,7537426.0,611620,50.0,350.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,480000.0,227.0
CA_2015_LGP_120,6/30/2015,0.0,0.0,Metro,LMI,4676000.0,541910,10.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,20.0
CA_2015_LGP_121,6/30/2015,0.0,0.0,Metro,LMI,3775000.0,333999,0.0,46.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,240000.0,46.0
CA_2015_CAP_1169,7/1/2015,6982.5,3491.25,Metro,Non-LMI,2030839.0,621610,0.0,26.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,16.0
CA_2015_LGP_123,7/1/2015,0.0,0.0,Metro,Non-LMI,7564000.0,561312,20.0,86.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,525000.0,106.0
CA_2015_CAP_1174,7/2/2015,500.0,250.0,Metro,LMI,3368948.0,111335,0.0,1.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_CAP_1175,7/2/2015,1000.0,500.0,Metro,Non-LMI,3974820.0,561730,0.0,15.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,15.0
CA_2015_CAP_1186,7/6/2015,1383.12,691.56,Metro,LMI,3275820.0,238910,0.0,35.0,Loan Fund,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,35.0
CA_2015_LGP_124,7/7/2015,188800.0,0.0,Metro,LMI,0.0,445110,35.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,944000.0,45.0
CA_2015_LGP_125,7/8/2015,0.0,0.0,Metro,Non-LMI,20175222.0,238290,5.0,119.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1600000.0,119.0
CA_2015_LGP_126,7/9/2015,0.0,0.0,Metro,LMI,2070221.0,541511,4.0,14.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,500000.0,17.0
CA_2015_CAP_1220,7/13/2015,0.0,901.12,Metro,Non-LMI,3225915.0,484121,0.0,22.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,22.0
CA_2015_LGP_129,7/13/2015,0.0,0.0,Metro,LMI,4972335.0,447110,1.0,18.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,277000.0,19.0
CA_2015_CAP_1223,7/14/2015,375.0,187.5,Metro,LMI,3416263.0,115112,0.0,49.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_LGP_132,7/14/2015,0.0,0.0,Metro,Non-LMI,7604000.0,332911,1.0,45.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,308000.0,45.0
CA_2015_LGP_133,7/14/2015,0.0,0.0,Metro,Non-LMI,7604000.0,812199,1.0,45.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,600000.0,45.0
CA_2015_LGP_134,7/14/2015,0.0,0.0,Metro,Non-LMI,7604000.0,332911,1.0,45.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,45.0
CA_2015_LGP_136,7/15/2015,0.0,0.0,Metro,LMI,5439961.0,541511,10.0,64.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,350000.0,64.0
CA_2015_CAP_1253,7/20/2015,2625.0,1312.5,Metro,LMI,3367138.0,488410,0.0,43.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,43.0
CA_2015_LGP_139,7/20/2015,0.0,0.0,Metro,LMI,2036000.0,445291,20.0,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,380000.0,50.0
CA_2015_CAP_1273,7/21/2015,2000.0,1000.0,Metro,Non-LMI,1144867.0,812112,5.0,20.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,17.0
CA_2015_LGP_150,7/22/2015,0.0,0.0,Metro,Non-LMI,4384816.0,624190,5.0,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,15.0
CA_2015_CAP_1291,7/24/2015,2750.0,1375.0,Metro,LMI,588000.0,236220,20.0,0.0,Bank or Thrift,Refinance,2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_CAP_1309,7/27/2015,8000.0,4000.0,Metro,LMI,6571827.0,561710,5.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,80.0
CA_2015_LGP_157,7/29/2015,0.0,0.0,Metro,Non-LMI,3534000.0,336413,15.0,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,680000.0,30.0
CA_2015_CAP_1333,7/30/2015,1250.0,625.0,Metro,LMI,41182304.0,447110,0.0,50.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,50.0
CA_2015_CAP_1337,7/30/2015,8000.0,4000.0,Metro,LMI,3318150.0,519190,0.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,34.0
CA_2015_LGP_159,7/30/2015,0.0,0.0,Metro,Non-LMI,1519510.0,238320,0.0,18.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,260000.0,18.0
CA_2015_LGP_161,7/30/2015,0.0,0.0,Metro,LMI,0.0,722511,30.0,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,320000.0,27.0
CA_2015_CAP_1369,8/4/2015,9760.0,4880.0,Metro,Non-LMI,4023312.0,722511,2.0,46.0,Bank or Thrift,Refinance,2015.0,Early Stage,Unknown,0.0,34.0
CA_2015_CAP_1379,8/5/2015,5733.0,2866.5,Metro,LMI,144000.0,561730,0.0,20.0,Loan Fund,Refinance,2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_LGP_163,8/5/2015,0.0,0.0,Metro,Non-LMI,2486581.0,541519,5.0,17.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,120000.0,22.0
CA_2015_CAP_1390,8/7/2015,400.0,200.0,Metro,Non-LMI,2157224.0,531311,0.0,57.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,57.0
CA_2015_CSP_25,8/7/2015,262500.0,0.0,Metro,LMI,5086904.0,624190,4.0,48.0,Loan Fund,Purchase Equipment,2015.0,Early Stage,Unknown,262500.0,40.0
CA_2015_LGP_167,8/10/2015,0.0,0.0,Metro,Non-LMI,0.0,812112,9.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,144000.0,25.0
CA_2015_LGP_168,8/10/2015,0.0,0.0,Metro,Non-LMI,3067000.0,238150,0.0,26.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,78400.0,26.0
CA_2015_CSP_26,8/11/2015,2500000.0,0.0,Metro,Non-LMI,2946000.0,611110,0.0,24.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,2500000.0,28.0
CA_2015_LGP_170,8/13/2015,0.0,0.0,Metro,LMI,3668875.0,532230,2.0,19.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,2499999.4,21.0
CA_2015_LGP_171,8/13/2015,0.0,0.0,Metro,Non-LMI,26474000.0,441110,4.0,39.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,240000.0,38.0
CA_2015_LGP_172,8/14/2015,0.0,0.0,Metro,LMI,15215000.0,423610,41.0,37.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,999200.0,78.0
CA_2015_CSP_28,8/17/2015,112500.0,0.0,Metro,LMI,4957000.0,335999,3.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,112500.0,38.0
CA_2015_LGP_175,8/17/2015,0.0,0.0,Metro,Non-LMI,3394000.0,711310,53.0,31.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,960000.0,84.0
CA_2015_LGP_176,8/18/2015,0.0,0.0,Metro,LMI,3464805.0,236115,16.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,35.0
CA_2015_LGP_177,8/18/2015,0.0,0.0,Metro,LMI,3464805.0,236115,16.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,800000.0,35.0
CA_2015_LGP_179,8/18/2015,0.0,0.0,Metro,Non-LMI,511273.0,722513,0.0,40.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,372800.0,50.0
CA_2015_CAP_1465,8/19/2015,2222.24,1111.12,Metro,LMI,2400000.0,485410,0.0,35.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,28.0
CA_2015_CAP_1489,8/21/2015,3000.0,1500.0,Metro,LMI,15677152.0,238110,3.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,15.0
CA_2015_CAP_1504,8/25/2015,375.0,187.5,Metro,LMI,3368948.0,111335,0.0,1.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_LGP_182,8/25/2015,0.0,0.0,Metro,LMI,22421054.0,812990,75.0,613.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,688.0
CA_2015_CSP_29,8/27/2015,75000.0,0.0,Metro,Non-LMI,5994663.0,238220,5.0,34.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,75000.0,34.0
CA_2015_CAP_1569,9/2/2015,1407.72,703.86,Metro,LMI,1608000.0,238990,0.0,17.0,Loan Fund,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,16.0
CA_2015_LGP_188,9/2/2015,48000.0,0.0,Metro,Non-LMI,2654642.0,444130,10.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,240000.0,17.0
CA_2015_LGP_189,9/3/2015,0.0,0.0,Metro,Non-LMI,2567940.0,561730,0.0,25.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,20000.0,24.0
CA_2015_CAP_1580,9/7/2015,3454.5,1727.25,Metro,Non-LMI,3800000.0,722511,0.0,28.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,22.0
CA_2015_LGP_191,9/8/2015,0.0,0.0,Metro,LMI,19817577.0,238390,16.0,139.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,16.0
CA_2015_LGP_192,9/9/2015,0.0,0.0,Metro,Non-LMI,2600000.0,484110,5.0,14.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,1552000.0,19.0
CA_2015_LGP_193,9/9/2015,0.0,0.0,Metro,Non-LMI,10406000.0,238310,38.0,103.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,840000.0,141.0
CA_2015_LGP_194,9/9/2015,0.0,0.0,Metro,Non-LMI,16255000.0,561790,3.0,630.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,720000.0,95.0
CA_2015_LGP_196,9/10/2015,0.0,0.0,Metro,LMI,221000.0,611710,11.0,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,15.0
CA_2015_CAP_1603,9/11/2015,28400.0,14200.0,Metro,LMI,11615295.52,334614,15.0,103.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,53.0
CA_2015_CAP_1611,9/14/2015,12000.0,6000.0,Metro,LMI,3581028.0,311999,0.0,34.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,34.0
CA_2015_CAP_1623,9/15/2015,49400.0,24700.0,Metro,LMI,4235000.0,332510,1.0,20.0,Bank or Thrift,Purchase Real Estate,2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_CAP_1632,9/17/2015,1500.0,750.0,Metro,LMI,2736068.0,484230,0.0,23.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,23.0
CA_2015_CAP_1647,9/18/2015,2000.0,1000.0,Metro,LMI,3489873.0,238990,2.0,30.0,Bank or Thrift,Refinance,2015.0,Early Stage,Unknown,0.0,20.0
CA_2015_LGP_200,9/18/2015,0.0,0.0,Metro,LMI,3468000.0,446199,5.0,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,15.0
CA_2015_CAP_1652,9/21/2015,1470.0,735.0,Metro,LMI,504000.0,115115,0.0,50.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,50.0
CA_2015_LGP_207,9/25/2015,0.0,0.0,Metro,Non-LMI,6307000.0,722511,25.0,65.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,400000.0,90.0
CA_2015_LGP_208,9/28/2015,0.0,0.0,Metro,Non-LMI,10591753.0,722511,25.0,150.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,2243200.0,150.0
CA_2015_LGP_210,9/29/2015,0.0,0.0,Metro,Non-LMI,4035000.0,238210,2.0,26.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,210000.0,28.0
CA_2015_CAP_1700,9/30/2015,5512.5,2756.25,Metro,LMI,1426054.0,311991,0.0,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,17.0
CA_2015_LGP_212,9/30/2015,0.0,0.0,Metro,LMI,4419000.0,331318,4.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,160000.0,20.0
CA_2015_LGP_213,9/30/2015,0.0,0.0,Metro,LMI,1364000.0,611710,20.0,57.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,320000.0,77.0
CA_2015_LGP_214,10/1/2015,0.0,0.0,Metro,Non-LMI,7816000.0,238210,0.0,23.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,280000.0,23.0
CA_2015_LGP_216,10/5/2015,0.0,0.0,Metro,LMI,1255000.0,238220,3.0,13.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,200000.0,16.0
CA_2015_LGP_218,10/8/2015,0.0,0.0,Metro,Non-LMI,13234000.0,238110,12.0,63.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,960000.0,75.0
CA_2015_CAP_1743,10/9/2015,4000.0,2000.0,Metro,Non-LMI,6234100.0,541214,5.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,15.0
CA_2015_CAP_1744,10/9/2015,5000.0,2500.0,Metro,Non-LMI,4963588.0,238220,3.0,64.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,0.0,64.0
CA_2015_CAP_1747,10/13/2015,3000.0,1500.0,Metro,Non-LMI,3350291.0,332710,0.0,18.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Unknown,0.0,18.0
CA_2015_LGP_219,10/13/2015,0.0,0.0,Metro,Non-LMI,2861744.0,541620,0.0,29.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,128000.0,15.0
CA_2015_LGP_220,10/13/2015,0.0,0.0,Metro,Non-LMI,2861744.0,541620,0.0,29.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Did not attempt to confirm operations,40000.0,15.0
