unique_id,disbursement_date,ssbci_original_funds,lender_insurance_premium,metro_type,LMI_type,revenue,naics_code,jobs_created,jobs_retained,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,active_status,support_amount,full_time_employees
MD_2013_VCP_2,3/4/2013,500000.0,0.0,Metro,LMI,7247000.0,541712,13.0,51.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Growth,Sold,0.0,51.0
MD_2013_VCP_3,4/12/2013,100000.0,0.0,Metro,LMI,2784756.0,454111,26.0,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,17.0
MD_2014_VCP_1,4/22/2014,1000000.0,0.0,Metro,Non-LMI,0.0,541990,88.0,120.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,60.0
MD_2014_LGP_3,7/30/2014,100000.0,0.0,Metro,LMI,4300000.0,331222,10.0,26.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,500000.0,26.0
MD_2014_VCP_2,8/20/2014,599998.54,0.0,Metro,LMI,18719932.0,511210,52.0,92.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,92.0
MD_2014_LGP_7,10/2/2014,20000.0,0.0,Metro,Non-LMI,0.0,722513,14.0,7.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Loss,100000.0,15.0
MD_2015_VCP_2,2/10/2015,500000.0,0.0,Metro,Non-LMI,7810852.0,511210,40.0,38.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,38.0
MD_2015_VCP_5,8/14/2015,200000.0,0.0,Metro,LMI,2396980.0,511210,25.0,32.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,32.0
MD_2015_VCP_6,8/21/2015,500000.0,0.0,Metro,Non-LMI,789809.0,334220,5.0,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,17.0
MD_2015_VCP_9,9/25/2015,100000.0,0.0,Metro,Non-LMI,6814037.0,541712,8.0,30.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,30.0
MD_2015_VCP_10,9/30/2015,500000.0,0.0,Metro,Non-LMI,9426000.0,541990,20.0,55.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,55.0
MD_2016_VCP_3,4/10/2016,74895.0,0.0,Metro,Non-LMI,1661069.0,541711,0.0,16.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Growth,Yes,0.0,16.0
MD_2016_VCP_5,4/29/2016,73608.0,0.0,Metro,Non-LMI,2161000.0,511210,0.0,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Growth,Sold,0.0,17.0
MD_2016_VCP_6,4/29/2016,1500000.0,0.0,Metro,Non-LMI,2755468.0,518210,109.0,39.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,39.0
MD_2016_VCP_7,4/29/2016,73608.0,0.0,Metro,Non-LMI,2161000.0,511210,0.0,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Growth,Sold,0.0,17.0
MD_2016_VCP_8,7/7/2016,73608.0,0.0,Metro,Non-LMI,2161000.0,511210,0.0,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Growth,Sold,0.0,17.0
MD_2016_VCP_11,8/19/2016,550000.0,0.0,Metro,Non-LMI,5913407.0,541712,8.0,39.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,39.0
MD_2016_LGP_1,8/30/2016,63450.0,0.0,Metro,LMI,7111597.0,323111,2.0,48.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,317250.0,50.0
MD_2016_VCP_12,11/21/2016,42125.0,0.0,Metro,Non-LMI,1661069.0,541711,0.0,16.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Growth,Yes,0.0,16.0
ME_2012_VCP_3,4/26/2012,250000.0,0.0,Metro,Non-LMI,3762451.0,541990,0.0,24.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,24.0
ME_2012_VCP_4,5/1/2012,250000.0,0.0,Metro,Non-LMI,0.0,334220,16.0,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Bankrupt,0.0,21.0
ME_2012_VCP_5,5/30/2012,100000.0,0.0,Metro,LMI,1050000.0,541219,2.0,16.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,16.0
ME_2012_LPP_5,10/15/2012,200000.0,0.0,Metro,LMI,18500000.0,446110,3.0,0.0,Other,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,0.0,47.0
ME_2012_VCP_6,11/9/2012,30000.0,0.0,Metro,Non-LMI,1000000.0,541990,9.0,21.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Bankrupt,0.0,21.0
ME_2013_VCP_1,1/22/2013,275000.0,0.0,Metro,Non-LMI,3430000.0,236210,9.0,35.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Growth,Bankrupt,0.0,35.0
ME_2013_VCP_3,3/11/2013,52092.0,0.0,Metro,Non-LMI,875000.0,541990,8.0,21.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Early Stage,Bankrupt,0.0,21.0
ME_2013_VCP_5,7/3/2013,23570.0,0.0,Metro,Non-LMI,900000.0,541990,10.0,21.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Early Stage,Bankrupt,0.0,21.0
ME_2014_VCP_1,4/28/2014,250000.0,0.0,Metro,LMI,3400000.0,541219,12.0,37.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Growth,Yes,0.0,37.0
ME_2014_VCP_2,4/28/2014,97125.0,0.0,Metro,Non-LMI,2800000.0,236210,9.0,35.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Loss,0.0,35.0
ME_2014_LPP_1,5/12/2014,100000.0,0.0,Metro,LMI,50251.0,339930,69.0,2.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Loss,0.0,69.0
ME_2014_LPP_5,10/16/2014,51000.0,0.0,Metro,Non-LMI,4426094.0,485510,26.0,23.0,Other,Fund Construction Costs,2014.0,Early Stage,Yes,0.0,25.0
ME_2014_LPP_7,12/10/2014,470000.0,0.0,Metro,LMI,138005000.0,322121,0.0,0.0,Other,Purchase Equipment,2014.0,Early Stage,Bankrupt,0.0,175.0
ME_2015_LPP_3,1/27/2015,77500.0,0.0,Metro,Non-LMI,2896779.0,321920,5.0,27.0,Other,Purchase Real Estate,2015.0,Early Stage,Yes,0.0,23.0
ME_2015_VCP_4,1/30/2015,200000.0,0.0,Metro,Non-LMI,3100000.0,424430,4.0,52.0,Loan Fund,Fund Construction Costs,2015.0,Growth,Yes,0.0,38.0
ME_2015_LPP_11,9/21/2015,188200.0,0.0,Metro,Non-LMI,3300000.0,311520,14.0,66.0,Other,Purchase Real Estate,2015.0,Early Stage,Yes,0.0,219.0
ME_2016_VCP_3,4/15/2016,95800.0,0.0,Non-Metro,Non-LMI,4800000.0,524114,0.0,50.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Growth,Yes,0.0,49.0
MI_2011_LPP_2,8/31/2011,500000.0,0.0,Non-Metro,LMI,78039005.0,322121,120.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,35.0
MI_2011_LPP_3,8/31/2011,2000000.0,0.0,Non-Metro,LMI,78039005.0,322121,120.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,35.0
MI_2011_CSP_2,9/15/2011,1200000.0,0.0,Metro,Non-LMI,14117000.0,335312,60.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,1200000.0,80.0
MI_2011_LPP_4,10/7/2011,220500.0,0.0,Non-Metro,LMI,2274274.0,332710,16.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,16.0
MI_2011_CAP_13,10/12/2011,2250.0,1125.0,Metro,Non-LMI,1562161.0,423810,3.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
MI_2011_CAP_14,10/12/2011,7800.0,3900.0,Metro,Non-LMI,0.0,423810,3.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
MI_2011_CAP_18,10/12/2011,750.0,375.0,Metro,Non-LMI,1452708.0,621111,1.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
MI_2011_CAP_19,10/12/2011,2850.0,1425.0,Metro,Non-LMI,1452708.0,621111,1.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
MI_2011_CAP_26,10/14/2011,1500.0,750.0,Metro,LMI,2056431.0,562998,0.0,23.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,23.0
MI_2011_CAP_27,10/14/2011,9000.0,4500.0,Metro,LMI,3160084.0,561311,0.0,80.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,80.0
MI_2011_CAP_28,10/14/2011,879.0,439.5,Non-Metro,Non-LMI,1300000.0,453998,0.0,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
MI_2011_CSP_3,10/24/2011,36000.0,0.0,Non-Metro,Non-LMI,2056672.0,481211,17.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,36000.0,18.0
MI_2011_LPP_5,10/24/2011,2495000.0,0.0,Non-Metro,LMI,78039005.0,322121,100.0,45.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,45.0
MI_2011_CAP_43,10/26/2011,21000.0,10500.0,Metro,Non-LMI,15002000.0,332991,0.0,40.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,40.0
MI_2011_CAP_54,10/26/2011,1500.0,750.0,Non-Metro,Non-LMI,1800000.0,237310,0.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,16.0
MI_2011_CSP_4,10/31/2011,499000.0,0.0,Metro,LMI,6757564.0,326199,165.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,499000.0,148.0
MI_2011_LPP_6,11/3/2011,1367260.0,0.0,Non-Metro,LMI,26924000.0,311421,100.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,150.0
MI_2011_LPP_8,11/7/2011,1069856.0,0.0,Metro,Non-LMI,18565000.0,321918,44.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,106.0
MI_2011_LPP_11,11/14/2011,500000.0,0.0,Metro,LMI,6037000.0,517110,32.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,38.0
MI_2011_CSP_5,11/17/2011,200000.0,0.0,Metro,LMI,3067903.0,311812,20.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,200000.0,48.0
MI_2011_CSP_6,11/17/2011,569000.0,0.0,Metro,LMI,4738012.0,333413,33.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,569000.0,35.0
MI_2011_LPP_12,11/30/2011,2200000.0,0.0,Metro,LMI,39532000.0,335312,40.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,236.0
MI_2011_LPP_13,11/30/2011,300000.0,0.0,Metro,LMI,39532000.0,335312,40.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,236.0
MI_2011_LPP_14,12/11/2011,1470000.0,0.0,Non-Metro,Non-LMI,7314000.0,336411,28.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,102.0
MI_2011_CAP_74,12/18/2011,480.0,240.0,Metro,LMI,4963468.0,445110,0.0,18.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,18.0
MI_2011_CSP_11,12/21/2011,1470000.0,0.0,Metro,Non-LMI,11488000.0,333992,37.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2011.0,Early Stage,Unknown,1470000.0,61.0
MI_2011_CSP_12,12/29/2011,1600000.0,0.0,Non-Metro,Non-LMI,57700000.0,311423,12.0,203.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,1600000.0,203.0
MI_2011_CSP_13,12/30/2011,3400000.0,0.0,Non-Metro,Non-LMI,57700000.0,311423,12.0,203.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,3400000.0,203.0
MI_2012_LPP_1,1/5/2012,335000.0,0.0,Non-Metro,Non-LMI,5300000.0,333111,20.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,24.0
MI_2012_CSP_1,1/6/2012,1100000.0,0.0,Metro,Non-LMI,110000000.0,541512,33.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,1100000.0,114.0
MI_2012_CAP_3,1/23/2012,14500.34,7250.17,Metro,Non-LMI,8485000.0,445110,0.0,48.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,48.0
MI_2012_LPP_2,1/31/2012,183632.0,0.0,Non-Metro,LMI,8000000.0,332721,17.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,43.0
MI_2012_CAP_29,2/7/2012,7650.0,3825.0,Non-Metro,Non-LMI,0.0,321999,3.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
MI_2012_CSP_4,2/22/2012,310000.0,0.0,Metro,LMI,8390011.0,326199,90.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,310000.0,52.0
MI_2012_CAP_50,2/27/2012,300.0,150.0,Metro,Non-LMI,2787000.0,441228,1.0,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
MI_2012_CAP_52,2/27/2012,2100.0,1050.0,Metro,Non-LMI,769742.0,541940,0.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,16.0
MI_2012_CAP_65,3/12/2012,900.0,450.0,Metro,LMI,370000.0,722511,3.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,16.0
MI_2012_CAP_66,3/12/2012,1680.0,840.0,Metro,Non-LMI,5438000.0,236210,1.0,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,37.0
MI_2012_CAP_69,3/12/2012,525.0,262.5,Metro,Non-LMI,22590000.0,441228,1.0,1.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,35.0
MI_2012_CSP_5,3/15/2012,2000000.0,0.0,Metro,Non-LMI,70000000.0,493110,86.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,2000000.0,61.0
MI_2012_CSP_6,3/26/2012,222435.0,0.0,Metro,LMI,5500000.0,325199,20.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,222435.0,23.0
MI_2012_CSP_7,3/27/2012,106400.0,0.0,Non-Metro,Non-LMI,5100000.0,333249,9.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,106400.0,26.0
MI_2012_CSP_8,3/30/2012,212564.0,0.0,Non-Metro,Non-LMI,7200000.0,333999,21.0,66.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,212564.0,66.0
MI_2012_CAP_86,4/10/2012,2508.0,1254.0,Non-Metro,Non-LMI,1458565.0,333519,2.0,17.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,17.0
MI_2012_CAP_87,4/10/2012,750.0,375.0,Metro,Non-LMI,1884600.0,722511,3.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,25.0
MI_2012_CSP_9,4/18/2012,74850.0,0.0,Non-Metro,LMI,4000000.0,332710,17.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,74850.0,25.0
MI_2012_CSP_10,4/20/2012,135100.0,0.0,Metro,Non-LMI,9100000.0,524298,183.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,135100.0,23.0
MI_2012_CSP_11,5/1/2012,425000.0,0.0,Metro,Non-LMI,30000000.0,326199,229.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,425000.0,83.0
MI_2012_LPP_3,5/4/2012,2500000.0,0.0,Non-Metro,LMI,0.0,322121,0.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,130.0
MI_2012_LPP_4,5/4/2012,124250.0,0.0,Metro,Non-LMI,5922000.0,332710,7.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
MI_2012_CAP_106,5/24/2012,1860.0,930.0,Metro,Non-LMI,1884600.0,722511,3.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,25.0
MI_2012_CAP_115,5/24/2012,750.0,375.0,Metro,LMI,900000.0,722511,5.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
MI_2012_CSP_12,5/25/2012,124750.0,0.0,Metro,Non-LMI,3700000.0,334513,17.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,124750.0,26.0
MI_2012_LPP_5,5/25/2012,1247500.0,0.0,Metro,LMI,18253183.0,333517,24.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Unknown,0.0,79.0
MI_2012_CSP_14,6/7/2012,149700.0,0.0,Metro,LMI,3956355.0,541511,15.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,149700.0,29.0
MI_2012_CAP_120,6/8/2012,1500.0,750.0,Metro,LMI,1632000.0,424990,4.0,27.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,27.0
MI_2012_CAP_127,6/15/2012,300.0,150.0,Non-Metro,Non-LMI,278000.0,112112,2.0,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
MI_2012_CAP_128,6/15/2012,1500.0,750.0,Metro,LMI,2919215.0,562998,0.0,23.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,23.0
MI_2012_CSP_15,7/2/2012,321855.0,0.0,Metro,LMI,7000000.0,311812,50.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,321855.0,44.0
MI_2012_CSP_16,7/19/2012,312500.0,0.0,Non-Metro,Non-LMI,22500000.0,325520,16.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,312500.0,69.0
MI_2012_CSP_17,7/26/2012,300000.0,0.0,Metro,Non-LMI,12000000.0,332999,35.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,300000.0,65.0
MI_2012_CSP_18,8/1/2012,600000.0,0.0,Metro,Non-LMI,8165803.0,334412,36.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,600000.0,49.0
MI_2012_CSP_19,8/1/2012,74000.0,0.0,Metro,Non-LMI,8165803.0,334412,36.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,74000.0,49.0
MI_2012_CSP_20,8/10/2012,300000.0,0.0,Metro,Non-LMI,19600000.0,484110,184.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,300000.0,108.0
MI_2012_CSP_21,8/27/2012,370000.0,0.0,Metro,Non-LMI,3247408.0,336360,15.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,370000.0,37.0
MI_2012_CAP_147,9/25/2012,1746.9,873.45,Metro,LMI,7299012.0,445110,1.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,38.0
MI_2012_CSP_23,10/4/2012,299400.0,0.0,Metro,Non-LMI,3817000.0,423450,37.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,299400.0,35.0
MI_2012_CSP_24,10/4/2012,905374.0,0.0,Metro,LMI,15000000.0,311919,40.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,905374.0,55.0
MI_2012_VCP_1,11/2/2012,425000.0,0.0,Metro,Non-LMI,32000000.0,326199,64.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,86.0
MI_2012_CSP_26,11/30/2012,341500.0,0.0,Metro,LMI,8425000.0,333517,112.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Unknown,341500.0,38.0
MI_2013_CSP_1,1/31/2013,367500.0,0.0,Metro,LMI,6573072.0,488991,15.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,367500.0,30.0
MI_2013_CSP_5,3/27/2013,249500.0,0.0,Metro,Non-LMI,1861426.0,812990,44.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,249500.0,26.0
MI_2013_CSP_6,3/29/2013,3742500.0,0.0,Metro,LMI,21000000.0,336370,45.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Unknown,3742500.0,130.0
MI_2013_CSP_7,4/29/2013,939000.0,0.0,Metro,LMI,3000000.0,722320,57.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,939000.0,53.0
MI_2013_CSP_9,5/29/2013,2400000.0,0.0,Metro,Non-LMI,53975000.0,331523,88.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,2400000.0,221.0
MI_2013_CAP_4,6/6/2013,3092.7,1546.35,Metro,Non-LMI,3686839.0,423810,0.0,28.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,28.0
MI_2013_CAP_6,6/6/2013,2085.75,1042.87,Non-Metro,LMI,1458565.0,333519,1.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,16.0
MI_2013_CAP_13,6/10/2013,6000.0,3000.0,Metro,LMI,2700000.0,484121,15.0,31.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,31.0
MI_2013_CAP_19,6/10/2013,1320.0,660.0,Non-Metro,Non-LMI,750000.0,722511,80.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
MI_2013_CSP_11,6/17/2013,1247500.0,0.0,Metro,LMI,5796395.0,339999,110.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,1247500.0,22.0
MI_2013_CSP_12,6/25/2013,270000.0,0.0,Non-Metro,Non-LMI,4458883.0,333249,122.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,270000.0,36.0
MI_2013_CSP_13,6/25/2013,62000.0,0.0,Non-Metro,Non-LMI,3935000.0,484121,17.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,62000.0,28.0
MI_2013_CSP_14,6/25/2013,2000000.0,0.0,Metro,Non-LMI,37600000.0,333514,145.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,2000000.0,375.0
MI_2013_CSP_15,6/25/2013,199600.0,0.0,Metro,Non-LMI,2258984.0,541990,80.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,199600.0,25.0
MI_2013_CAP_34,7/3/2013,3000.0,1500.0,Metro,Non-LMI,165500.0,713940,5.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,25.0
MI_2013_CAP_47,7/18/2013,6000.0,3000.0,Non-Metro,Non-LMI,451308.0,332721,1.0,110.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,110.0
MI_2013_CSP_17,8/12/2013,570500.0,0.0,Metro,Non-LMI,6000000.0,541611,7.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,570500.0,35.0
MI_2013_LPP_2,8/20/2013,2495000.0,0.0,Non-Metro,Non-LMI,19240000.0,336411,128.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Unknown,0.0,175.0
MI_2013_LPP_3,8/22/2013,373252.0,0.0,Metro,LMI,11057000.0,333241,7.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,58.0
MI_2013_CAP_65,9/9/2013,1500.0,750.0,Metro,Non-LMI,1361989.0,621610,0.0,85.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,85.0
MI_2013_CAP_77,9/9/2013,15000.0,7500.0,Metro,Non-LMI,2588803.0,524210,0.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,25.0
MI_2013_CAP_106,9/12/2013,10500.0,5250.0,Metro,LMI,2649954.0,524210,0.0,22.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,22.0
MI_2013_CAP_122,9/23/2013,2702.95,1351.47,Metro,Non-LMI,1750000.0,488490,3.0,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
MI_2013_CSP_19,10/17/2013,2000000.0,0.0,Metro,LMI,11464164.0,332119,30.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,2000000.0,55.0
MI_2013_CAP_125,11/5/2013,300.0,150.0,Non-Metro,LMI,6292230.0,445110,0.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,25.0
